AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,BORE_OIL_VOL
0.0,0.0,32.341,265
0.0,0.0,32.414,105
0.0,0.0,32.8,154
0.0,0.0,25.898,0
0.0,0.0,31.922,209
0.0,0.0,32.547,136
0.0,0.0,32.289,215
0.0,0.0,32.984,209
0.0,0.0,32.743,254
0.0,0.0,32.756,284
0.0,0.0,32.887,275
0.0,0.0,32.843,275
0.0,0.0,33.3,152
0.0,0.0,32.834,260
0.0,0.0,32.801,276
0.0,0.0,32.936,275
0.0,0.0,32.999,274
0.0,0.0,33.058,283
0.0,0.0,33.369,241
0.0,0.0,34.312,155
0.0,0.0,33.012,268
0.0,0.0,32.373,274
0.0,0.0,32.894,273
0.0,0.0,36.184,239
0.0,0.0,32.844,276
0.0,0.0,32.979,275
0.0,0.0,37.815,233
0.0,0.0,36.678,171
0.0,0.0,35.35,51
0.0,0.0,32.311,260
0.0,0.0,32.738,270
0.0,0.0,32.52,282
0.0,0.0,32.309,275
0.0,0.0,32.294,276
0.0,0.0,32.283,275
0.0,0.0,32.405,273
0.0,0.0,32.671,276
0.0,0.0,32.723,269
0.0,0.0,39.672,214
0.0,0.0,44.573,204
0.0,0.0,33.151,270
0.0,0.0,33.46,83
0.0,0.0,19.177,0
0.0,0.0,24.499,0
0.0,0.0,26.272,0
0.0,0.0,28.513,0
0.0,0.0,31.562,0
0.0,0.0,41.526,24
0.0,0.0,42.522,112
0.0,0.0,45.315,146
0.0,0.0,45.241,153
0.0,0.0,46.563,71
0.0,0.0,53.444,4
0.0,0.0,32.923,254
0.0,0.0,32.199,242
0.0,0.0,32.977,249
0.0,0.0,32.681,250
0.0,0.0,32.661,249
0.0,0.0,32.768,250
0.0,0.0,34.413,130
0.0,0.0,31.653,37
0.0,0.0,32.236,246
0.0,0.0,32.777,26
0.0,0.0,0.389,0
0.0,0.0,33.529,227
0.0,0.0,33.136,261
0.0,0.0,32.933,266
0.0,0.0,38.829,219
0.0,0.0,32.756,266
0.0,0.0,32.731,270
0.0,0.0,33.305,188
0.0,0.0,32.759,267
0.0,0.0,33.225,273
0.0,0.0,33.346,276
0.0,0.0,33.257,280
0.0,0.0,33.211,275
0.0,0.0,33.015,276
0.0,0.0,32.951,269
0.0,0.0,33.004,269
0.0,0.0,32.999,267
0.0,0.0,32.881,270
0.0,0.0,32.914,263
0.0,0.0,33.001,263
0.0,0.0,32.821,270
0.0,0.0,32.781,265
0.0,0.0,32.745,267
0.0,0.0,32.785,268
0.0,0.0,32.67,261
0.0,0.0,32.802,259
0.0,0.0,32.772,260
0.0,0.0,32.354,258
0.0,0.0,32.697,256
0.0,0.0,33.079,254
0.0,0.0,32.495,255
0.0,0.0,32.611,253
0.0,0.0,32.296,254
0.0,0.0,32.301,251
0.0,0.0,32.224,253
0.0,0.0,32.368,250
0.0,0.0,37.994,204
0.0,0.0,34.323,241
0.0,0.0,32.861,252
0.0,0.0,32.737,156
0.0,0.0,32.937,221
0.0,0.0,33.513,89
0.0,0.0,39.953,48
0.0,0.0,32.846,269
0.0,0.0,33.25,90
0.0,0.0,40.415,21
0.0,0.0,38.347,104
0.0,0.0,31.832,234
0.0,0.0,32.074,248
0.0,0.0,32.183,247
0.0,0.0,32.194,247
0.0,0.0,32.412,248
0.0,0.0,32.577,207
0.0,0.0,32.568,210
0.0,0.0,32.799,171
0.0,0.0,34.457,12
0.0,0.0,31.726,199
0.0,0.0,32.148,209
0.0,0.0,32.314,202
0.0,0.0,32.41,214
0.0,0.0,32.728,213
0.0,0.0,32.371,211
0.0,0.0,32.382,215
0.0,0.0,32.449,211
0.0,0.0,32.805,210
0.0,0.0,32.597,213
0.0,0.0,32.462,211
0.0,0.0,32.542,211
0.0,0.0,32.524,210
0.0,0.0,42.451,169
0.0,0.0,50.739,138
0.0,0.0,47.292,151
0.0,0.0,40.997,201
0.0,0.0,40.605,163
0.0,0.0,38.493,174
0.0,0.0,32.795,213
0.0,0.0,32.648,213
0.0,0.0,32.746,202
0.0,0.0,32.551,197
0.0,0.0,32.688,194
0.0,0.0,32.65,193
0.0,0.0,32.563,193
0.0,0.0,32.707,191
0.0,0.0,32.922,200
0.0,0.0,32.902,197
0.0,0.0,33.464,196
0.0,0.0,34.771,106
0.0,0.0,70.098,0
0.0,0.0,68.758,0
0.0,0.0,31.222,94
0.0,0.0,31.561,176
0.0,0.0,31.689,178
0.0,0.0,31.105,180
0.0,0.0,31.812,64
0.0,0.0,35.765,0
0.0,0.0,3.209,0
0.0,0.0,51.304,0
0.0,0.0,49.953,0
0.0,0.0,45.963,0
0.0,0.0,46.281,0
0.0,0.0,46.641,0
0.0,0.0,49.173,0
0.0,0.0,51.605,0
0.0,0.0,52.225,1
0.0,0.0,38.827,144
0.0,0.0,31.357,165
0.0,0.0,31.381,189
0.0,0.0,31.358,190
0.0,0.0,31.507,191
0.0,0.0,31.839,195
0.0,0.0,32.034,196
0.0,0.0,32.322,194
0.0,0.0,32.425,195
0.0,0.0,32.474,193
0.0,0.0,32.406,204
0.0,0.0,32.267,204
0.0,0.0,32.293,206
0.0,0.0,32.6,206
0.0,0.0,32.421,232
0.0,0.0,32.636,205
0.0,0.0,32.582,206
0.0,0.0,32.299,205
0.0,0.0,32.264,194
0.0,0.0,32.274,190
0.0,0.0,32.27,191
0.0,0.0,32.257,193
0.0,0.0,32.222,188
0.0,0.0,32.194,187
0.0,0.0,32.214,186
0.0,0.0,32.187,186
0.0,0.0,32.172,184
0.0,0.0,32.177,182
0.0,0.0,32.504,179
0.0,0.0,32.209,188
0.0,0.0,32.204,197
0.0,0.0,32.669,121
0.0,0.0,35.18,174
0.0,0.0,32.118,187
0.0,0.0,32.079,187
0.0,0.0,32.099,192
0.0,0.0,32.114,187
0.0,0.0,32.412,187
0.0,0.0,32.439,187
0.0,0.0,32.646,186
0.0,0.0,32.423,185
0.0,0.0,32.302,185
0.0,0.0,32.442,188
0.0,0.0,32.242,190
0.0,0.0,32.228,189
0.0,0.0,32.268,192
0.0,0.0,32.299,192
0.0,0.0,32.212,189
0.0,0.0,32.056,188
0.0,0.0,31.975,186
0.0,0.0,32.052,189
0.0,0.0,32.136,188
0.0,0.0,32.137,188
0.0,0.0,31.971,186
0.0,0.0,32.211,186
0.0,0.0,34.971,192
0.0,0.0,32.334,191
0.0,0.0,32.144,190
0.0,0.0,32.304,188
0.0,0.0,32.113,191
0.0,0.0,32.222,189
0.0,0.0,32.604,186
0.0,0.0,32.224,189
0.0,0.0,32.097,188
0.0,0.0,32.27,186
0.0,0.0,41.189,154
0.0,0.0,32.234,182
0.0,0.0,32.405,184
0.0,0.0,32.474,185
0.0,0.0,32.535,184
0.0,0.0,32.613,187
0.0,0.0,32.246,180
0.0,0.0,32.384,180
0.0,0.0,32.278,175
0.0,0.0,32.237,173
0.0,0.0,32.475,170
0.0,0.0,32.568,170
0.0,0.0,32.713,176
0.0,0.0,32.806,175
0.0,0.0,32.572,175
0.0,0.0,32.228,175
0.0,0.0,32.208,176
0.0,0.0,32.476,175
0.0,0.0,32.362,175
0.0,0.0,32.184,174
0.0,0.0,33.105,10
0.0,0.0,0.293,0
0.0,0.0,0.264,0
0.0,0.0,0.264,0
0.0,0.0,0.264,0
0.0,0.0,0.264,0
0.0,0.0,32.909,109
0.0,0.0,31.467,187
0.0,0.0,31.641,185
0.0,0.0,33.718,190
0.0,0.0,32.007,194
0.0,0.0,32.085,190
0.0,0.0,31.877,194
0.0,0.0,32.258,190
0.0,0.0,33.368,211
0.0,0.0,36.615,188
0.0,0.0,32.621,176
0.0,0.0,32.307,173
0.0,0.0,32.126,174
0.0,0.0,32.291,172
0.0,0.0,32.183,171
0.0,0.0,32.183,171
0.0,0.0,32.122,171
0.0,0.0,32.161,168
0.0,0.0,32.219,174
0.0,0.0,32.199,173
0.0,0.0,32.264,171
0.0,0.0,32.517,175
0.0,0.0,32.708,173
0.0,0.0,32.688,174
0.0,0.0,32.629,174
0.0,0.0,32.527,173
0.0,0.0,32.31,178
0.0,0.0,32.373,174
0.0,0.0,32.344,174
0.0,0.0,32.453,174
0.0,0.0,32.379,174
0.0,0.0,32.53,174
0.0,0.0,32.573,174
0.0,0.0,32.636,173
0.0,0.0,32.552,172
0.0,0.0,34.404,9
0.0,0.0,31.886,137
0.0,0.0,32.258,166
0.0,0.0,32.416,176
0.0,0.0,33.04,160
0.0,0.0,32.546,168
0.0,0.0,32.566,166
0.0,0.0,32.709,165
0.0,0.0,32.819,166
0.0,0.0,32.653,164
0.0,0.0,32.621,177
0.0,0.0,32.524,180
0.0,0.0,32.604,177
0.0,0.0,32.388,177
0.0,0.0,32.189,175
0.0,0.0,32.257,175
0.0,0.0,32.314,175
0.0,0.0,32.422,174
0.0,0.0,32.547,174
0.0,0.0,32.71,175
0.0,0.0,32.676,175
0.0,0.0,32.388,174
0.0,0.0,32.594,177
0.0,0.0,32.451,176
0.0,0.0,32.743,176
0.0,0.0,32.69,177
0.0,0.0,32.782,179
0.0,0.0,32.823,187
0.0,0.0,32.581,179
0.0,0.0,32.503,179
0.0,0.0,37.009,160
0.0,0.0,32.605,177
0.0,0.0,32.595,179
0.0,0.0,32.707,177
0.0,0.0,32.708,180
0.0,0.0,32.628,190
0.0,0.0,32.267,188
0.0,0.0,32.307,185
0.0,0.0,32.7,185
0.0,0.0,32.723,190
0.0,0.0,32.652,189
0.0,0.0,32.645,188
0.0,0.0,32.582,179
0.0,0.0,32.506,186
0.0,0.0,32.763,187
0.0,0.0,32.596,185
0.0,0.0,32.722,184
0.0,0.0,32.773,186
0.0,0.0,32.715,184
0.0,0.0,32.421,181
0.0,0.0,32.446,186
0.0,0.0,32.371,182
0.0,0.0,32.069,184
0.0,0.0,31.966,183
0.0,0.0,32.224,183
0.0,0.0,31.889,176
0.0,0.0,32.501,51
0.0,0.0,20.693,0
0.0,0.0,31.623,0
0.0,0.0,19.097,0
0.0,0.0,50.511,59
0.0,0.0,83.154,146
0.0,0.0,127.71,0
0.0,0.0,130.912,0
0.0,0.0,132.887,0
0.0,0.0,134.429,0
0.0,0.0,135.702,0
0.0,0.0,136.016,0
0.0,0.0,136.153,0
0.0,0.0,136.224,0
0.0,0.0,136.266,0
0.0,0.0,136.437,0
0.0,0.0,136.606,0
0.0,0.0,136.593,0
0.0,0.0,136.507,0
0.0,0.0,136.363,0
0.0,0.0,136.309,0
0.0,0.0,136.055,0
0.0,0.0,135.986,0
0.0,0.0,136.034,0
0.0,0.0,136.129,0
0.0,0.0,136.156,0
0.0,0.0,136.142,0
0.0,0.0,136.266,0
0.0,0.0,136.379,0
0.0,0.0,136.524,0
0.0,0.0,136.67,0
0.0,0.0,136.79,0
0.0,0.0,136.976,0
0.0,0.0,137.153,0
0.0,0.0,137.311,0
0.0,0.0,135.674,0
0.0,0.0,124.687,0
0.0,0.0,124.492,0
0.0,0.0,109.868,15
0.0,0.0,90.647,783
0.0,0.0,85.895,871
0.0,0.0,83.78,855
0.0,0.0,83.32,839
0.0,0.0,81.483,834
0.0,0.0,80.828,859
0.0,0.0,79.315,830
0.0,0.0,79.243,533
0.0,0.0,75.266,786
0.0,0.0,71.453,860
0.0,0.0,71.292,866
0.0,0.0,70.954,775
0.0,0.0,70.847,827
0.0,0.0,70.356,839
0.0,0.0,70.057,777
0.0,0.0,70.057,820
0.0,0.0,70.057,829
0.0,0.0,69.475,768
0.0,0.0,65.12,948
0.0,0.0,64.486,944
0.0,0.0,64.506,925
0.0,0.0,63.878,902
0.0,0.0,63.913,891
0.0,0.0,63.444,887
0.0,0.0,63.135,944
0.0,0.0,62.343,928
0.0,0.0,61.272,925
0.0,0.0,60.724,899
0.0,0.0,59.903,886
0.0,0.0,58.828,914
0.0,0.0,58.1,876
0.0,0.0,57.183,873
0.0,0.0,56.971,554
0.0,0.0,31.979,89
0.0,0.0,54.678,811
0.0,0.0,56.168,433
0.0,0.0,55.87,381
0.0,0.0,55.366,812
0.0,0.0,55.446,709
0.0,0.0,55.602,697
0.0,0.0,55.195,710
0.0,0.0,55.78,706
0.0,0.0,55.547,704
0.0,0.0,56.45,702
0.0,0.0,56.53,684
0.0,0.0,57.018,716
0.0,0.0,57.038,724
0.0,0.0,57.036,707
0.0,0.0,56.758,690
0.0,0.0,56.481,717
0.0,0.0,56.637,716
0.0,0.0,56.564,699
0.0,0.0,56.38,706
0.0,0.0,56.59,705
0.0,0.0,56.597,709
0.0,0.0,56.936,671
0.0,0.0,55.285,716
0.0,0.0,54.706,714
0.0,0.0,54.723,717
0.0,0.0,53.758,716
0.0,0.0,54.274,719
0.0,0.0,54.122,698
0.0,0.0,54.106,694
0.0,0.0,53.827,692
0.0,0.0,53.484,707
0.0,0.0,53.008,706
0.0,0.0,52.808,707
0.0,0.0,52.425,708
0.0,0.0,52.147,700
0.0,0.0,51.696,708
0.0,0.0,51.508,704
0.0,0.0,51.184,712
0.0,0.0,50.529,721
0.0,0.0,50.025,723
0.0,0.0,50.708,714
0.0,0.0,50.33,733
0.0,0.0,49.799,741
0.0,0.0,51.97,91
0.0,0.0,108.254,0
0.0,0.0,110.39,0
0.0,0.0,51.369,44
0.0,0.0,51.779,736
0.0,0.0,51.56,742
0.0,0.0,51.112,707
0.0,0.0,50.216,667
0.0,0.0,49.884,698
0.0,0.0,49.367,708
0.0,0.0,48.944,681
0.0,0.0,48.526,697
0.0,0.0,48.297,692
0.0,0.0,48.316,692
0.0,0.0,48.238,688
0.0,0.0,48.187,688
0.0,0.0,48.135,681
0.0,0.0,47.963,683
0.0,0.0,47.876,681
0.0,0.0,47.618,674
0.0,0.0,47.406,677
0.0,0.0,47.312,678
0.0,0.0,47.117,677
0.0,0.0,47.359,682
0.0,0.0,47.388,682
0.0,0.0,47.646,688
0.0,0.0,47.894,696
0.0,0.0,48.218,690
0.0,0.0,48.772,695
0.0,0.0,48.956,697
0.0,0.0,48.987,703
0.0,0.0,48.914,703
0.0,0.0,48.786,591
0.0,0.0,48.788,588
0.0,0.0,48.514,582
0.0,0.0,48.195,582
0.0,0.0,48.332,585
0.0,0.0,48.655,580
0.0,0.0,48.45,580
0.0,0.0,48.054,583
0.0,0.0,47.851,583
0.0,0.0,47.68,578
0.0,0.0,47.731,570
0.0,0.0,47.616,560
0.0,0.0,47.418,559
0.0,0.0,47.364,548
0.0,0.0,46.91,549
0.0,0.0,46.827,543
0.0,0.0,46.731,545
0.0,0.0,46.556,546
0.0,0.0,46.636,547
0.0,0.0,46.646,546
0.0,0.0,46.388,540
0.0,0.0,46.183,556
0.0,0.0,46.168,555
0.0,0.0,45.985,559
0.0,0.0,45.912,557
0.0,0.0,45.935,554
0.0,0.0,45.787,558
0.0,0.0,45.528,557
0.0,0.0,45.765,550
0.0,0.0,45.56,542
0.0,0.0,45.395,514
0.0,0.0,45.667,550
0.0,0.0,45.486,519
0.0,0.0,45.448,536
0.0,0.0,45.572,526
0.0,0.0,45.428,537
0.0,0.0,45.808,541
0.0,0.0,45.628,535
0.0,0.0,45.606,535
0.0,0.0,42.623,569
0.0,0.0,38.756,603
0.0,0.0,38.177,598
0.0,0.0,37.358,608
0.0,0.0,35.718,630
0.0,0.0,35.792,628
0.0,0.0,41.381,234
0.0,0.0,37.201,609
0.0,0.0,34.345,647
0.0,0.0,31.256,693
0.0,0.0,29.8,700
0.0,0.0,29.682,702
0.0,0.0,29.428,693
0.0,0.0,29.46,680
0.0,0.0,29.504,683
0.0,0.0,29.565,676
0.0,0.0,29.607,673
0.0,0.0,29.833,672
0.0,0.0,29.982,662
0.0,0.0,29.532,680
0.0,0.0,29.757,675
0.0,0.0,29.609,689
0.0,0.0,29.603,681
0.0,0.0,29.615,683
0.0,0.0,29.599,681
0.0,0.0,29.87,666
0.0,0.0,29.844,675
0.0,0.0,29.881,714
0.0,0.0,30.035,713
0.0,0.0,29.862,720
0.0,0.0,30.085,665
0.0,0.0,30.001,726
0.0,0.0,29.731,723
0.0,0.0,29.807,712
0.0,0.0,29.81,708
0.0,0.0,29.537,701
0.0,0.0,29.77,698
0.0,0.0,29.577,689
0.0,0.0,29.584,684
0.0,0.0,29.509,679
0.0,0.0,29.727,667
0.0,0.0,29.654,663
0.0,0.0,29.467,610
0.0,0.0,29.461,600
0.0,0.0,29.363,592
0.0,0.0,29.333,585
0.0,0.0,29.551,581
0.0,0.0,29.689,580
0.0,0.0,29.449,571
0.0,0.0,29.286,567
0.0,0.0,29.567,572
0.0,0.0,29.323,577
0.0,0.0,29.606,577
0.0,0.0,29.403,572
0.0,0.0,29.286,566
0.0,0.0,29.299,559
0.0,0.0,29.256,554
0.0,0.0,29.201,545
0.0,0.0,29.225,555
0.0,0.0,29.303,545
0.0,0.0,29.319,534
0.0,0.0,29.513,531
0.0,0.0,29.284,531
0.0,0.0,29.484,526
0.0,0.0,29.415,528
0.0,0.0,29.547,530
0.0,0.0,29.362,521
0.0,0.0,29.12,516
0.0,0.0,29.356,506
0.0,0.0,29.522,510
0.0,0.0,29.421,507
0.0,0.0,29.278,500
0.0,0.0,29.254,504
0.0,0.0,29.323,500
0.0,0.0,29.438,501
0.0,0.0,29.37,501
0.0,0.0,29.119,500
0.0,0.0,29.166,494
0.0,0.0,29.487,497
0.0,0.0,29.453,502
0.0,0.0,29.327,501
0.0,0.0,29.427,497
0.0,0.0,29.405,496
0.0,0.0,29.467,485
0.0,0.0,29.432,483
0.0,0.0,29.322,482
0.0,0.0,29.61,323
0.0,0.0,1.282,0
0.0,0.0,1.265,0
0.0,0.0,1.272,0
0.0,0.0,2.907,0
0.0,0.0,30.516,500
0.0,0.0,29.196,469
0.0,0.0,29.453,443
0.0,0.0,30.361,430
0.0,0.0,29.8,414
0.0,0.0,29.323,430
0.0,0.0,29.221,416
0.0,0.0,29.149,413
0.0,0.0,29.107,409
0.0,0.0,29.14,410
0.0,0.0,29.308,408
0.0,0.0,29.435,410
0.0,0.0,29.484,415
0.0,0.0,29.378,412
0.0,0.0,29.373,401
0.0,0.0,29.393,415
0.0,0.0,29.323,419
0.0,0.0,29.162,415
0.0,0.0,29.129,432
0.0,0.0,29.173,419
0.0,0.0,29.263,401
0.0,0.0,29.336,425
0.0,0.0,34.854,351
0.0,0.0,29.576,427
0.0,0.0,29.868,426
0.0,0.0,29.704,423
0.0,0.0,29.496,425
0.0,0.0,29.61,419
0.0,0.0,29.902,418
0.0,0.0,29.851,416
0.0,0.0,29.568,386
0.0,0.0,28.611,392
0.0,0.0,26.566,408
0.0,0.0,26.607,405
0.0,0.0,26.463,402
0.0,0.0,26.765,400
0.0,0.0,26.95,398
0.0,0.0,26.986,399
0.0,0.0,26.65,393
0.0,0.0,26.311,400
0.0,0.0,26.576,399
0.0,0.0,26.846,400
0.0,0.0,26.898,396
0.0,0.0,28.064,348
0.0,0.0,27.411,387
0.0,0.0,28.451,386
0.0,0.0,26.474,397
0.0,0.0,26.419,393
0.0,0.0,26.299,394
0.0,0.0,26.526,382
0.0,0.0,26.705,383
0.0,0.0,26.818,380
0.0,0.0,26.75,380
0.0,0.0,26.647,375
0.0,0.0,26.937,371
0.0,0.0,26.746,392
0.0,0.0,26.727,343
0.0,0.0,26.728,343
0.0,0.0,27.144,372
0.0,0.0,29.597,316
0.0,0.0,29.905,365
0.0,0.0,27.15,390
0.0,0.0,27.134,393
0.0,0.0,28.276,375
0.0,0.0,27.731,377
0.0,0.0,27.929,390
0.0,0.0,28.226,395
0.0,0.0,27.532,364
0.0,0.0,27.309,358
0.0,0.0,27.439,348
0.0,0.0,27.442,322
0.0,0.0,27.148,319
0.0,0.0,26.521,336
0.0,0.0,26.635,394
0.0,0.0,26.906,391
0.0,0.0,26.433,399
0.0,0.0,26.555,401
0.0,0.0,27.135,401
0.0,0.0,27.098,399
0.0,0.0,26.513,394
0.0,0.0,26.2,407
0.0,0.0,27.019,389
0.0,0.0,27.783,400
0.0,0.0,27.869,389
0.0,0.0,27.98,390
0.0,0.0,27.817,387
0.0,0.0,27.846,383
0.0,0.0,27.929,380
0.0,0.0,28.121,377
0.0,0.0,28.059,374
0.0,0.0,27.957,370
0.0,0.0,27.72,367
0.0,0.0,27.831,362
0.0,0.0,28.149,360
0.0,0.0,28.074,361
0.0,0.0,27.429,355
0.0,0.0,27.643,371
0.0,0.0,27.4,366
0.0,0.0,27.632,369
0.0,0.0,28.143,368
0.0,0.0,27.939,155
0.0,0.0,27.195,414
0.0,0.0,27.096,385
0.0,0.0,26.969,378
0.0,0.0,26.933,372
0.0,0.0,27.073,369
0.0,0.0,27.005,367
0.0,0.0,27.023,362
0.0,0.0,27.003,365
0.0,0.0,27.036,359
0.0,0.0,26.954,356
0.0,0.0,26.911,351
0.0,0.0,26.887,349
0.0,0.0,26.873,346
0.0,0.0,26.629,345
0.0,0.0,26.544,342
0.0,0.0,26.293,341
0.0,0.0,26.344,338
0.0,0.0,26.446,330
0.0,0.0,26.454,333
0.0,0.0,26.505,331
0.0,0.0,26.575,331
0.0,0.0,26.493,328
0.0,0.0,26.386,327
0.0,0.0,26.721,320
0.0,0.0,37.823,226
0.0,0.0,33.655,255
0.0,0.0,26.675,323
0.0,0.0,26.746,319
0.0,0.0,26.725,321
0.0,0.0,26.796,323
0.0,0.0,26.953,324
0.0,0.0,26.971,325
0.0,0.0,27.078,328
0.0,0.0,26.922,330
0.0,0.0,28.47,295
0.0,0.0,27.203,333
0.0,0.0,26.869,333
0.0,0.0,26.595,331
0.0,0.0,26.412,327
0.0,0.0,26.626,325
0.0,0.0,26.716,315
0.0,0.0,27.938,264
0.0,0.0,28.355,304
0.0,0.0,28.194,290
0.0,0.0,27.167,299
0.0,0.0,26.478,303
0.0,0.0,30.091,304
0.0,0.0,30.596,272
0.0,0.0,26.181,308
0.0,0.0,26.435,294
0.0,0.0,26.56,295
0.0,0.0,26.534,294
0.0,0.0,26.164,289
0.0,0.0,26.531,287
0.0,0.0,26.548,287
0.0,0.0,26.461,282
0.0,0.0,28.882,244
0.0,0.0,26.751,289
0.0,0.0,26.492,284
0.0,0.0,26.741,277
0.0,0.0,26.68,277
0.0,0.0,26.749,278
0.0,0.0,26.878,275
0.0,0.0,27.526,278
0.0,0.0,27.816,263
0.0,0.0,27.651,255
0.0,0.0,27.87,260
0.0,0.0,27.724,259
0.0,0.0,28.154,257
0.0,0.0,28.246,256
0.0,0.0,27.894,251
0.0,0.0,28.033,243
0.0,0.0,27.563,251
0.0,0.0,27.569,239
0.0,0.0,26.971,244
0.0,0.0,27.152,243
0.0,0.0,27.167,243
0.0,0.0,27.574,248
0.0,0.0,26.481,269
0.0,0.0,26.672,267
0.0,0.0,26.842,271
0.0,0.0,27.344,269
0.0,0.0,27.407,273
0.0,0.0,27.002,269
0.0,0.0,26.956,266
0.0,0.0,27.047,264
0.0,0.0,26.893,260
0.0,0.0,26.864,260
0.0,0.0,26.762,257
0.0,0.0,27.091,254
0.0,0.0,27.136,251
0.0,0.0,27.067,251
0.0,0.0,27.301,248
0.0,0.0,26.956,247
0.0,0.0,27.493,238
0.0,0.0,26.254,245
0.0,0.0,26.195,243
0.0,0.0,26.197,246
0.0,0.0,26.204,234
0.0,0.0,26.364,230
0.0,0.0,26.264,228
0.0,0.0,26.369,230
0.0,0.0,26.554,227
0.0,0.0,26.507,220
0.0,0.0,26.725,218
0.0,0.0,27.084,220
0.0,0.0,26.741,221
0.0,0.0,27.289,217
0.0,0.0,27.498,206
0.0,0.0,27.402,212
0.0,0.0,27.013,213
0.0,0.0,27.046,208
0.0,0.0,27.286,204
0.0,0.0,27.798,200
0.0,0.0,27.575,197
0.0,0.0,27.391,199
0.0,0.0,27.155,199
0.0,0.0,27.038,198
0.0,0.0,28.45,167
0.0,0.0,26.48,197
0.0,0.0,26.263,223
0.0,0.0,26.451,217
0.0,0.0,26.425,216
0.0,0.0,26.332,211
0.0,0.0,26.416,205
0.0,0.0,26.442,204
0.0,0.0,26.129,206
0.0,0.0,26.171,200
0.0,0.0,26.139,211
0.0,0.0,25.963,219
0.0,0.0,26.261,187
0.0,0.0,26.203,224
0.0,0.0,26.22,217
0.0,0.0,26.143,210
0.0,0.0,26.163,199
0.0,0.0,26.245,207
0.0,0.0,26.197,202
0.0,0.0,26.36,207
0.0,0.0,26.419,212
0.0,0.0,26.339,209
0.0,0.0,26.429,211
0.0,0.0,26.573,199
0.0,0.0,26.361,199
0.0,0.0,26.514,194
0.0,0.0,26.436,201
0.0,0.0,26.227,201
0.0,0.0,26.432,199
0.0,0.0,26.474,200
0.0,0.0,26.325,201
0.0,0.0,26.216,200
0.0,0.0,26.388,200
0.0,0.0,26.322,197
0.0,0.0,26.129,195
0.0,0.0,26.06,194
0.0,0.0,25.984,193
0.0,0.0,26.069,191
0.0,0.0,26.138,190
0.0,0.0,28.848,146
0.0,0.0,26.063,191
0.0,0.0,26.062,188
0.0,0.0,26.118,187
0.0,0.0,26.23,185
0.0,0.0,26.318,185
0.0,0.0,26.363,182
0.0,0.0,26.177,183
0.0,0.0,26.015,184
0.0,0.0,26.072,185
0.0,0.0,26.051,186
0.0,0.0,25.999,186
0.0,0.0,26.016,184
0.0,0.0,26.064,185
0.0,0.0,26.26,183
0.0,0.0,25.972,182
0.0,0.0,26.021,186
0.0,0.0,26.045,186
0.0,0.0,26.075,184
0.0,0.0,25.974,176
0.0,0.0,26.009,186
0.0,0.0,26.009,187
0.0,0.0,26.019,187
0.0,0.0,26.053,188
0.0,0.0,26.208,117
0.0,0.0,26.316,96
0.0,0.0,26.308,188
0.0,0.0,26.332,188
0.0,0.0,26.452,179
0.0,0.0,26.521,188
0.0,0.0,26.582,188
0.0,0.0,26.567,187
0.0,0.0,26.612,189
0.0,0.0,26.248,186
0.0,0.0,26.321,186
0.0,0.0,26.302,187
0.0,0.0,26.449,187
0.0,0.0,26.393,186
0.0,0.0,26.565,186
0.0,0.0,26.428,186
0.0,0.0,26.231,186
0.0,0.0,26.274,185
0.0,0.0,26.221,185
0.0,0.0,26.348,183
0.0,0.0,26.52,184
0.0,0.0,26.416,184
0.0,0.0,26.407,183
0.0,0.0,26.605,185
0.0,0.0,26.331,183
0.0,0.0,26.374,185
0.0,0.0,26.267,181
0.0,0.0,26.198,184
0.0,0.0,26.229,177
0.0,0.0,26.416,182
0.0,0.0,26.466,182
0.0,0.0,26.748,176
0.0,0.0,26.278,189
0.0,0.0,26.752,181
0.0,0.0,26.186,190
0.0,0.0,26.387,106
0.0,0.0,30.032,48
0.0,0.0,40.06,38
0.0,0.0,39.667,184
0.0,0.0,38.825,81
0.0,0.0,33.954,126
0.0,0.0,26.999,144
0.0,0.0,27.094,145
0.0,0.0,26.946,143
0.0,0.0,27.751,135
0.0,0.0,26.353,136
0.0,0.0,26.172,140
0.0,0.0,28.917,134
0.0,0.0,31.294,130
0.0,0.0,31.447,127
0.0,0.0,31.44,129
0.0,0.0,31.309,130
0.0,0.0,31.091,133
0.0,0.0,30.132,132
0.0,0.0,29.735,136
0.0,0.0,30.964,130
0.0,0.0,32.499,123
0.0,0.0,32.437,119
0.0,0.0,32.421,122
0.0,0.0,32.402,119
0.0,0.0,32.615,120
0.0,0.0,32.412,120
0.0,0.0,32.787,111
0.0,0.0,32.752,118
0.0,0.0,32.819,120
0.0,0.0,33.147,105
0.0,0.0,2.007,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
